2,1
3,1
4,1
9,1
10,1
11,1
12,1
16,1
18,1
20,1
22,1
23,1
24,1
26,1
29,1
32,1
33,1
37,1
40,1
44,1
45,1
48,1
53,1
54,1
56,1
57,1
59,1
62,1
66,1
67,1
69,1
75,1
79,1
80,1
82,1
83,1
85,1
86,1
89,1
98,1
99,1
107,1
108,1
110,1
124,1
126,1
128,1
129,1
134,1
137,1
142,1
143,1
147,1
152,1
157,1
162,1
166,1
167,1
173,1
184,1
185,1
187,1
188,1
191,1
193,1
194,1
195,1
196,1
199,1
205,1
208,1
209,1
210,1
212,1
216,1
217,1
219,1
221,1
225,1
227,1
231,1
234,1
238,1
242,1
248,1
249,1
256,1
257,1
258,1
259,1
260,1
262,1
268,1
269,1
270,1
272,1
273,1
275,1
276,1
280,1
284,1
287,1
289,1
290,1
291,1
292,1
299,1
300,1
301,1
302,1
304,1
306,1
307,1
308,1
310,1
311,1
312,1
316,1
317,1
319,1
320,1
323,1
324,1
326,1
328,1
329,1
330,1
331,1
335,1
338,1
339,1
341,1
342,1
346,1
347,1
348,1
349,1
357,1
359,1
360,1
367,1
368,1
369,1
370,1
371,1
376,1
377,1
381,1
382,1
384,1
388,1
390,1
391,1
392,1
394,1
395,1
400,1
401,1
408,1
413,1
415,1
417,1
418,1
427,1
428,1
430,1
431,1
432,1
433,1
436,1
438,1
441,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
454,1
456,1
458,1
459,1
461,1
470,1
473,1
474,1
480,1
484,1
485,1
487,1
490,1
497,1
505,1
507,1
508,1
510,1
511,1
513,1
514,1
517,1
519,1
521,1
524,1
527,1
531,1
534,1
536,1
538,1
540,1
541,1
544,1
547,1
548,1
550,1
551,1
554,1
555,1
557,1
559,1
560,1
570,1
571,1
572,1
573,1
574,1
577,1
578,1
580,1
581,1
582,1
586,1
588,1
592,1
597,1
600,1
601,1
605,1
608,1
609,1
610,1
613,1
616,1
619,1
622,1
623,1
628,1
631,1
633,1
636,1
642,1
644,1
645,1
646,1
648,1
650,1
652,1
654,1
661,1
665,1
670,1
671,1
674,1
678,1
680,1
682,1
690,1
691,1
692,1
693,1
698,1
701,1
702,1
707,1
708,1
709,1
710,1
711,1
713,1
717,1
718,1
721,1
725,1
727,1
728,1
731,1
738,1
741,1
743,1
745,1
748,1
751,1
752,1
755,1
756,1
760,1
763,1
764,1
766,1
775,1
778,1
780,1
781,1
782,1
787,1
789,1
797,1
798,1
802,1
803,1
804,1
805,1
810,1
821,1
822,1
824,1
828,1
829,1
830,1
831,1
832,1
836,1
839,1
840,1
843,1
850,1
854,1
856,1
857,1
858,1
859,1
863,1
866,1
867,1
870,1
872,1
875,1
876,1
880,1
881,1
888,1
890,1
